Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Engine_volume,Turbo,Run,bins_airbags,bins_mileage
15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,195432 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,195432.0,[0-4],(100.000-200.000]
941,640,FORD,other,2013,Sedan,Yes,Hybrid,294016 km,4.0,Automatic,Front,4,Left wheel,White,12,(1-2],No,294016.0,(8-12],(200.000-300.000]
8467,0,BMW,other,<2006,Sedan,No,Petrol,135000 km,6.0,Manual,Rear,4,Right-hand drive,Silver,6,(2-3],No,135000.0,(4-8],(100.000-200.000]
9722,0,HONDA,other,<2006,Jeep,No,Petrol,145785 km,4.0,Manual,4x4,4,Left wheel,Blue,2,(1-2],No,145785.0,[0-4],(100.000-200.000]
706,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,205968 km,6.0,Automatic,4x4,4,Left wheel,White,12,(3-4],No,205968.0,(8-12],(200.000-300.000]
8781,0,NISSAN,other,<2006,Sedan,No,Petrol,53000 km,4.0,Tiptronic,Front,4,Left wheel,Black,8,(2-3],No,53000.0,(4-8],[0-100.000]
5959,0,other,other,<2006,Jeep,No,Petrol,0 km,6.0,Automatic,4x4,4,Left wheel,Silver,4,(2-3],No,130000.0,[0-4],(100.000-200.000]
16308,586,TOYOTA,Prius,2012,Sedan,No,Hybrid,180000 km,4.0,Variator,Front,4,Left wheel,Grey,12,(1-2],No,180000.0,(8-12],(100.000-200.000]
45436,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,115459 km,4.0,Automatic,Front,4,Left wheel,Blue,4,(1-2],No,115459.0,[0-4],(100.000-200.000]
8781,531,NISSAN,other,2012,Jeep,Yes,Petrol,167405 km,4.0,Automatic,4x4,4,Left wheel,Black,0,(1-2],No,167405.0,[0-4],(100.000-200.000]
15285,836,HYUNDAI,other,2010,Coupe,Yes,Petrol,115363 km,4.0,Automatic,Front,4,Left wheel,Red,4,(1-2],No,115363.0,[0-4],(100.000-200.000]
314,1017,MERCEDES-BENZ,other,2017,Sedan,Yes,Petrol,26802 km,4.0,Automatic,Rear,4,Left wheel,Black,12,(1-2],No,26802.0,(8-12],[0-100.000]
9408,0,FORD,other,<2006,Microbus,No,Diesel,2222222 km,4.0,Manual,Rear,4,Left wheel,White,2,(2-3],Yes,600000.0,[0-4],(500.000-600.000]
26343,0,MERCEDES-BENZ,other,<2006,Minivan,Yes,Diesel,250000 km,4.0,Manual,Rear,4,Left wheel,Black,4,(2-3],Yes,250000.0,[0-4],(200.000-300.000]
37633,0,MERCEDES-BENZ,other,2008,Microbus,No,Diesel,234000 km,4.0,Manual,Rear,4,Left wheel,White,2,(2-3],Yes,234000.0,[0-4],(200.000-300.000]
32935,639,SSANGYONG,other,2014,Jeep,Yes,Diesel,117527 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,117527.0,[0-4],(100.000-200.000]
25763,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,273500 km,4.0,Automatic,Front,4,Left wheel,Black,4,(2-3],No,273500.0,[0-4],(200.000-300.000]
19429,0,HYUNDAI,Elantra,2012,Sedan,No,Petrol,186560 km,4.0,Tiptronic,Front,4,Left wheel,Grey,6,(1-2],No,186560.0,(4-8],(100.000-200.000]
9408,0,NISSAN,other,<2006,Jeep,No,Petrol,184000 km,4.0,Automatic,4x4,4,Right-hand drive,Silver,2,(1-2],No,184000.0,[0-4],(100.000-200.000]
10036,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,347600 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,347600.0,[0-4],(300.000-400.000]
470,441,HYUNDAI,Sonata,2015,Sedan,Yes,Hybrid,135730 km,4.0,Automatic,Front,4,Left wheel,Silver,0,(2-3],No,135730.0,[0-4],(100.000-200.000]
7213,530,NISSAN,other,2013,Jeep,Yes,Petrol,0 km,4.0,Automatic,Front,4,Left wheel,Red,12,(1-2],No,130000.0,(8-12],(100.000-200.000]
25089,0,FORD,other,2011,Jeep,No,Petrol,281000 km,6.0,Automatic,Front,4,Left wheel,Silver,6,(3-4],No,281000.0,(4-8],(200.000-300.000]
10349,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,564538 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,564538.0,[0-4],(500.000-600.000]
39201,1055,TOYOTA,other,2013,Jeep,Yes,Petrol,115200 km,6.0,Tiptronic,4x4,4,Left wheel,Black,8,(3-4],No,115200.0,(4-8],(100.000-200.000]
31361,0,FORD,other,2017,Sedan,Yes,Plug-in Hybrid,204200 km,4.0,Automatic,Front,4,Left wheel,White,10,(1-2],No,204200.0,(8-12],(200.000-300.000]
18000,0,HYUNDAI,Elantra,2014,Coupe,Yes,Petrol,100000 km,4.0,Automatic,Front,2,Left wheel,Black,12,(1-2],No,100000.0,(8-12],[0-100.000]
12074,707,KIA,other,2011,Sedan,Yes,Petrol,48656 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,48656.0,[0-4],[0-100.000]
13495,707,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,91678 km,4.0,Automatic,Front,4,Left wheel,Grey,4,(1-2],No,91678.0,[0-4],[0-100.000]
18189,650,CHEVROLET,Cruze,2016,Sedan,No,Petrol,0 km,4.0,Automatic,Front,4,Left wheel,Blue,6,(1-2],No,130000.0,(4-8],(100.000-200.000]
36065,1202,other,other,2017,Jeep,No,Petrol,38000 km,4.0,Tiptronic,4x4,4,Left wheel,other,6,(2-3],No,38000.0,(4-8],[0-100.000]
19933,639,CHEVROLET,other,2014,Sedan,Yes,Petrol,145783 km,4.0,Automatic,Front,4,Left wheel,Black,4,(1-2],No,145783.0,[0-4],(100.000-200.000]
34497,749,HYUNDAI,Santa FE,2014,Jeep,Yes,Petrol,127200 km,4.0,Automatic,4x4,4,Left wheel,Black,8,(2-3],No,127200.0,(4-8],(100.000-200.000]
8097,363,CHEVROLET,other,2014,Hatchback,Yes,Petrol,169617 km,4.0,Automatic,Front,4,Left wheel,Black,4,[0-1],No,169617.0,[0-4],(100.000-200.000]
18817,0,VOLKSWAGEN,other,2011,Hatchback,No,Diesel,13120 km,4.0,Automatic,Front,4,Left wheel,Silver,8,(1-2],Yes,13120.0,(4-8],[0-100.000]
160,1079,TOYOTA,other,2018,Jeep,No,Petrol,25000 km,4.0,Tiptronic,4x4,4,Left wheel,White,12,(1-2],No,25000.0,(8-12],[0-100.000]
7997,0,HONDA,other,<2006,Minivan,No,Petrol,180000 km,6.0,Tiptronic,Front,5,Right-hand drive,Black,3,(1-2],No,180000.0,[0-4],(100.000-200.000]
10349,0,MERCEDES-BENZ,other,<2006,Sedan,No,Petrol,96000 km,4.0,Tiptronic,Rear,4,Right-hand drive,Silver,8,(1-2],No,96000.0,(4-8],[0-100.000]
16894,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,211075 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,211075.0,[0-4],(200.000-300.000]
8781,1228,other,other,2007,Universal,No,Diesel,2000 km,4.0,Manual,Front,4,Left wheel,Black,10,(1-2],Yes,2000.0,(8-12],[0-100.000]
11760,1113,other,other,2012,Jeep,Yes,Petrol,124978 km,6.0,Automatic,4x4,4,Left wheel,Black,12,(3-4],No,124978.0,(8-12],(100.000-200.000]
6743,749,other,other,2014,Sedan,Yes,Petrol,49384 km,4.0,Automatic,Front,4,Left wheel,Red,12,(2-3],No,49384.0,(8-12],[0-100.000]
18189,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,248525 km,6.0,Automatic,4x4,4,Left wheel,Black,12,(3-4],No,248525.0,(8-12],(200.000-300.000]
11917,1195,FORD,other,2008,Microbus,No,Diesel,150000 km,4.0,Manual,Front,4,Left wheel,White,4,(2-3],Yes,150000.0,[0-4],(100.000-200.000]
54850,831,HONDA,other,2018,Sedan,Yes,Petrol,13048 km,4.0,Automatic,Front,4,Left wheel,Grey,4,(1-2],No,13048.0,[0-4],[0-100.000]
20071,781,TOYOTA,Camry,2012,Sedan,No,Petrol,84000 km,4.0,Tiptronic,Front,4,Left wheel,Silver,12,(2-3],No,84000.0,(8-12],[0-100.000]
6899,0,other,other,<2006,Sedan,Yes,Petrol,193243 km,4.0,Manual,Front,4,Left wheel,Silver,6,(1-2],No,193243.0,(4-8],(100.000-200.000]
1803,1405,BMW,X5,2009,Jeep,Yes,Diesel,229854 km,6.0,Automatic,4x4,4,Left wheel,Green,0,(2-3],No,229854.0,[0-4],(200.000-300.000]
6272,0,NISSAN,other,<2006,Jeep,No,Diesel,1000 km,6.0,Manual,4x4,4,Left wheel,Silver,0,(4-5],No,1000.0,[0-4],[0-100.000]
67981,1077,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,10120 km,4.0,Automatic,Front,4,Left wheel,Grey,4,(1-2],No,10120.0,[0-4],[0-100.000]
32929,1211,MERCEDES-BENZ,other,2010,Jeep,Yes,Diesel,224000 km,6.0,Automatic,4x4,4,Left wheel,Black,8,(2-3],No,224000.0,(4-8],(200.000-300.000]
9408,0,VOLKSWAGEN,other,<2006,Hatchback,Yes,Petrol,132085 km,4.0,Automatic,Front,4,Left wheel,Black,4,(1-2],No,132085.0,[0-4],(100.000-200.000]
1000,0,FORD,other,<2006,Coupe,No,Petrol,13222 km,4.0,Manual,Front,2,Left wheel,other,3,(1-2],No,13222.0,[0-4],[0-100.000]
21103,640,CHEVROLET,other,2013,Sedan,Yes,Petrol,101124 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,101124.0,[0-4],(100.000-200.000]
27284,640,other,other,2013,Sedan,Yes,Petrol,144000 km,4.0,Automatic,Front,4,Left wheel,White,12,(1-2],Yes,144000.0,(8-12],(100.000-200.000]
110,2225,LEXUS,other,2017,Jeep,Yes,Petrol,0 km,8.0,Automatic,4x4,4,Left wheel,White,0,(4-5],No,130000.0,[0-4],(100.000-200.000]
3607,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,156518 km,4.0,Automatic,Front,4,Left wheel,White,12,(2-3],No,156518.0,(8-12],(100.000-200.000]
36137,880,HYUNDAI,Elantra,2018,Sedan,Yes,LPG,47181 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,47181.0,[0-4],[0-100.000]
862,640,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,211214 km,4.0,Automatic,Front,4,Left wheel,White,12,(1-2],No,211214.0,(8-12],(200.000-300.000]
6900,0,NISSAN,other,<2006,Sedan,No,Petrol,174000 km,4.0,Automatic,Front,4,Right-hand drive,Silver,4,(1-2],No,174000.0,[0-4],(100.000-200.000]
47201,900,HONDA,other,2015,Sedan,Yes,Petrol,104867 km,4.0,Automatic,Front,4,Left wheel,Black,4,(2-3],No,104867.0,[0-4],(100.000-200.000]
1490,1058,TOYOTA,other,2012,Jeep,Yes,Hybrid,363059 km,6.0,Automatic,4x4,4,Left wheel,White,12,(3-4],No,363059.0,(8-12],(300.000-400.000]
13485,0,TOYOTA,Prius,2009,Hatchback,No,Hybrid,270400 km,4.0,Variator,Front,4,Left wheel,Black,8,(1-2],No,270400.0,(4-8],(200.000-300.000]
2850,0,MERCEDES-BENZ,other,<2006,Hatchback,No,Petrol,1000 km,4.0,Tiptronic,Front,4,Left wheel,Silver,4,(1-2],No,1000.0,[0-4],[0-100.000]
941,308,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,270410 km,4.0,Automatic,Front,4,Left wheel,White,12,(1-2],No,270410.0,(8-12],(200.000-300.000]
54882,0,LEXUS,other,2015,Sedan,Yes,Petrol,71000 km,4.0,Tiptronic,Rear,4,Left wheel,Black,12,(1-2],Yes,71000.0,(8-12],[0-100.000]
20071,730,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,72507 km,4.0,Automatic,Front,4,Left wheel,Black,4,(1-2],No,72507.0,[0-4],[0-100.000]
47694,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,79000 km,4.0,Automatic,Front,4,Left wheel,Black,4,(2-3],No,79000.0,[0-4],[0-100.000]
15681,777,FORD,other,2014,Sedan,No,Petrol,118000 km,4.0,Tiptronic,Front,4,Left wheel,White,10,(2-3],No,118000.0,(8-12],(100.000-200.000]
31,353,LEXUS,other,2015,Hatchback,Yes,Hybrid,0 km,4.0,Automatic,Front,4,Left wheel,Grey,0,(1-2],No,130000.0,[0-4],(100.000-200.000]
22423,0,BMW,other,2013,other,Yes,Petrol,67646 km,6.0,Manual,Front,4,Left wheel,Black,8,(2-3],No,67646.0,(4-8],[0-100.000]
10349,0,TOYOTA,other,<2006,Minivan,No,CNG,250000 km,4.0,Automatic,Front,4,Right-hand drive,White,6,(2-3],No,250000.0,(4-8],(200.000-300.000]
1254,584,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,0 km,4.0,Automatic,Front,4,Left wheel,Grey,12,(1-2],No,130000.0,(8-12],(100.000-200.000]
18240,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,52418 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,52418.0,[0-4],[0-100.000]
20542,0,BMW,X5,<2006,Jeep,Yes,Petrol,250000 km,8.0,Tiptronic,4x4,4,Left wheel,Silver,8,(4-5],No,250000.0,(4-8],(200.000-300.000]
7840,0,NISSAN,other,<2006,Hatchback,Yes,Petrol,160000 km,4.0,Variator,Front,4,Right-hand drive,Silver,6,(1-2],No,160000.0,(4-8],(100.000-200.000]
27284,834,TOYOTA,other,2013,Jeep,Yes,Petrol,397915 km,4.0,Automatic,Rear,4,Left wheel,White,12,(2-3],No,397915.0,(8-12],(300.000-400.000]
4391,779,TOYOTA,Camry,2013,Sedan,Yes,Petrol,171258 km,4.0,Automatic,Front,4,Left wheel,Silver,12,(2-3],No,171258.0,(8-12],(100.000-200.000]
9095,585,HYUNDAI,Elantra,2013,Sedan,No,Petrol,160000 km,4.0,Tiptronic,Front,4,Left wheel,Silver,8,(1-2],No,160000.0,(4-8],(100.000-200.000]
21953,0,TOYOTA,Prius,2012,Sedan,No,Petrol,123200 km,4.0,Automatic,Front,4,Left wheel,other,6,(1-2],No,123200.0,(4-8],(100.000-200.000]
32302,0,HYUNDAI,other,2012,Sedan,Yes,Petrol,122000 km,6.0,Automatic,Front,4,Left wheel,White,12,(2-3],No,122000.0,(8-12],(100.000-200.000]
9252,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,456867 km,4.0,Automatic,Front,4,Left wheel,other,4,(1-2],No,456867.0,[0-4],(400.000-500.000]
80,0,MERCEDES-BENZ,other,<2006,Minivan,Yes,Diesel,100000 km,4.0,Manual,Front,4,Left wheel,Silver,6,(1-2],No,100000.0,(4-8],[0-100.000]
10976,0,HONDA,FIT,2008,Hatchback,No,Petrol,278000 km,4.0,Variator,Front,4,Right-hand drive,Blue,0,(1-2],No,278000.0,[0-4],(200.000-300.000]
5018,1624,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Diesel,109139 km,6.0,Automatic,Rear,4,Left wheel,Black,12,(3-4],No,109139.0,(8-12],(100.000-200.000]
28100,562,other,other,2015,Jeep,No,Petrol,85000 km,4.0,Tiptronic,Front,4,Left wheel,Black,10,(1-2],No,85000.0,(8-12],[0-100.000]
15681,0,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,27200 km,4.0,Automatic,Front,4,Left wheel,Black,6,(1-2],Yes,27200.0,(4-8],[0-100.000]
14897,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,163200 km,4.0,Automatic,Front,4,Left wheel,other,16,(1-2],No,163200.0,(12-16],(100.000-200.000]
10976,1275,HYUNDAI,Sonata,2019,Sedan,Yes,Petrol,29419 km,4.0,Automatic,Front,4,Left wheel,Blue,12,(2-3],No,29419.0,(8-12],[0-100.000]
10349,1132,other,other,2006,Universal,No,Diesel,163000 km,4.0,Manual,Front,4,Left wheel,White,6,(1-2],Yes,163000.0,(4-8],(100.000-200.000]
11917,0,LEXUS,other,<2006,Jeep,Yes,Petrol,201000 km,6.0,Automatic,4x4,4,Left wheel,Silver,8,(2-3],Yes,201000.0,(4-8],(200.000-300.000]
14113,531,HYUNDAI,other,2012,Hatchback,Yes,Diesel,31593 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,31593.0,[0-4],[0-100.000]
11000,0,other,other,<2006,Jeep,Yes,LPG,137582 km,6.0,Automatic,4x4,4,Right-hand drive,Silver,6,(3-4],No,137582.0,(4-8],(100.000-200.000]
2195,645,HYUNDAI,Elantra,2011,Jeep,Yes,Petrol,308501 km,4.0,Automatic,Front,4,Left wheel,Blue,12,(1-2],No,308501.0,(8-12],(300.000-400.000]
1019,781,TOYOTA,other,2012,Jeep,Yes,Petrol,293029 km,4.0,Automatic,4x4,4,Left wheel,Black,12,(2-3],No,293029.0,(8-12],(200.000-300.000]
8590,502,HONDA,FIT,2013,Hatchback,Yes,Hybrid,122471 km,4.0,Automatic,Front,4,Left wheel,Blue,4,(1-2],No,122471.0,[0-4],(100.000-200.000]
11917,0,HONDA,other,2011,Hatchback,No,Hybrid,150000 km,4.0,Automatic,Front,4,Right-hand drive,White,2,(1-2],No,150000.0,[0-4],(100.000-200.000]
20385,1750,LEXUS,other,2008,Jeep,Yes,Hybrid,182000 km,6.0,Automatic,4x4,4,Left wheel,Grey,10,(3-4],No,182000.0,(8-12],(100.000-200.000]
33538,730,SSANGYONG,other,2016,Jeep,Yes,Petrol,49799 km,4.0,Automatic,Front,4,Left wheel,Blue,4,(1-2],No,49799.0,[0-4],[0-100.000]
16292,446,HONDA,FIT,2014,Universal,Yes,Petrol,30425 km,4.0,Automatic,Front,4,Left wheel,Blue,4,(1-2],No,30425.0,[0-4],[0-100.000]
19306,501,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,82000 km,4.0,Automatic,Front,4,Left wheel,Black,4,(1-2],No,82000.0,[0-4],[0-100.000]
7527,0,BMW,other,<2006,Sedan,No,Petrol,123000 km,6.0,Manual,Rear,4,Left wheel,Blue,6,(2-3],No,123000.0,(4-8],(100.000-200.000]
19601,690,FORD,other,2016,Jeep,Yes,Petrol,108295 km,4.0,Automatic,Front,4,Left wheel,Black,10,(1-2],Yes,108295.0,(8-12],(100.000-200.000]
21953,0,CHEVROLET,other,2012,Sedan,Yes,Plug-in Hybrid,200000 km,4.0,Tiptronic,Front,4,Left wheel,Black,10,(1-2],No,200000.0,(8-12],(100.000-200.000]
12231,530,NISSAN,other,2013,Jeep,Yes,Petrol,110531 km,4.0,Automatic,4x4,4,Left wheel,Red,0,(1-2],No,110531.0,[0-4],(100.000-200.000]
10349,0,TOYOTA,other,<2006,Minivan,No,LPG,162000 km,4.0,Automatic,Front,4,Right-hand drive,Silver,0,(2-3],No,162000.0,[0-4],(100.000-200.000]
10036,0,FORD,other,<2006,Microbus,Yes,Diesel,280000 km,2.0,Manual,Rear,2,Left wheel,White,2,(2-3],Yes,280000.0,[0-4],(200.000-300.000]
17249,0,MERCEDES-BENZ,other,<2006,Microbus,No,Diesel,305000 km,5.0,Manual,Rear,2,Left wheel,White,2,(2-3],Yes,305000.0,[0-4],(300.000-400.000]
13799,1017,HYUNDAI,Sonata,2017,Sedan,Yes,LPG,388986 km,4.0,Automatic,Front,4,Left wheel,other,4,(1-2],No,388986.0,[0-4],(300.000-400.000]
18817,308,TOYOTA,Prius,2014,Hatchback,No,Hybrid,145000 km,4.0,Automatic,Front,4,Left wheel,Grey,10,(1-2],No,145000.0,(8-12],(100.000-200.000]
9722,0,MERCEDES-BENZ,other,<2006,Sedan,No,CNG,20000 km,6.0,Tiptronic,Rear,4,Right-hand drive,White,4,(2-3],No,20000.0,[0-4],[0-100.000]
15524,0,MERCEDES-BENZ,other,<2006,Coupe,Yes,Petrol,149000 km,8.0,Tiptronic,Rear,2,Left wheel,Silver,12,(4-5],No,149000.0,(8-12],(100.000-200.000]
34406,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,125445 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(2-3],No,125445.0,[0-4],(100.000-200.000]
13768,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,53440 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(2-3],No,53440.0,[0-4],[0-100.000]
5018,1399,LEXUS,other,2010,Jeep,Yes,Hybrid,167222 km,6.0,Automatic,4x4,4,Left wheel,Black,12,(3-4],No,167222.0,(8-12],(100.000-200.000]
30107,1327,other,other,2018,Jeep,No,Petrol,80000 km,4.0,Automatic,4x4,4,Left wheel,Blue,12,(2-3],No,80000.0,(8-12],[0-100.000]
40769,0,BMW,other,2012,Jeep,Yes,Petrol,91000 km,6.0,Automatic,4x4,4,Left wheel,other,12,(2-3],Yes,91000.0,(8-12],[0-100.000]
9408,0,other,other,<2006,Jeep,Yes,CNG,286400 km,6.0,Automatic,4x4,4,Left wheel,Black,8,(3-4],No,286400.0,(4-8],(200.000-300.000]
549,1327,TOYOTA,Camry,2018,Jeep,Yes,Petrol,23333 km,4.0,Automatic,Front,4,Left wheel,Silver,12,(2-3],No,23333.0,(8-12],[0-100.000]
11604,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,264872 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,264872.0,[0-4],(200.000-300.000]
18817,1768,MERCEDES-BENZ,E 350,2007,Sedan,Yes,Petrol,123000 km,6.0,Manual,Rear,4,Left wheel,White,8,(2-3],No,123000.0,(4-8],(100.000-200.000]
14113,0,TOYOTA,Camry,2007,Sedan,No,Hybrid,208800 km,4.0,Automatic,Front,4,Left wheel,Grey,12,(2-3],No,208800.0,(8-12],(200.000-300.000]
8467,0,FORD,other,<2006,Microbus,No,Diesel,250000 km,6.0,Manual,Rear,2,Left wheel,White,1,(2-3],No,250000.0,[0-4],(200.000-300.000]
10976,0,MERCEDES-BENZ,other,<2006,Sedan,No,Petrol,150000 km,4.0,Tiptronic,Rear,4,Left wheel,Silver,4,(1-2],No,150000.0,[0-4],(100.000-200.000]
10036,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,268046 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,268046.0,[0-4],(200.000-300.000]
38574,0,MERCEDES-BENZ,other,2010,Sedan,Yes,Diesel,155000 km,6.0,Tiptronic,Rear,4,Left wheel,Black,12,(2-3],Yes,155000.0,(8-12],(100.000-200.000]
13172,0,HONDA,other,2008,Sedan,No,Hybrid,2432000 km,4.0,Variator,Front,4,Left wheel,Grey,4,(1-2],No,600000.0,[0-4],(500.000-600.000]
21953,0,HYUNDAI,Sonata,2014,Sedan,No,Hybrid,480000 km,4.0,Tiptronic,Front,4,Left wheel,Grey,12,(2-3],No,480000.0,(8-12],(400.000-500.000]
470,891,MERCEDES-BENZ,other,2016,Sedan,Yes,Petrol,81014 km,4.0,Automatic,Rear,4,Left wheel,White,12,(1-2],No,81014.0,(8-12],[0-100.000]
470,738,CHEVROLET,Cruze,2017,Hatchback,Yes,Petrol,46053 km,4.0,Automatic,Front,4,Left wheel,Red,12,(1-2],No,46053.0,(8-12],[0-100.000]
8467,0,TOYOTA,other,<2006,Minivan,No,CNG,200000 km,6.0,Automatic,4x4,4,Right-hand drive,White,4,(2-3],No,200000.0,[0-4],(100.000-200.000]
36065,1079,TOYOTA,other,2018,Jeep,No,Petrol,37214 km,4.0,Automatic,Front,4,Left wheel,Grey,10,(1-2],No,37214.0,(8-12],[0-100.000]
23521,0,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,109000 km,4.0,Tiptronic,Front,4,Left wheel,other,10,(2-3],No,109000.0,(8-12],(100.000-200.000]
10976,0,FORD,other,<2006,Microbus,No,Diesel,200000 km,4.0,Manual,Rear,4,Left wheel,White,2,(2-3],Yes,200000.0,[0-4],(100.000-200.000]
16308,934,TOYOTA,other,2015,Jeep,No,Petrol,73000 km,4.0,Automatic,4x4,4,Left wheel,other,0,(2-3],No,73000.0,[0-4],[0-100.000]
18817,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,35058 km,4.0,Automatic,Front,4,Left wheel,White,12,(2-3],No,35058.0,(8-12],[0-100.000]
58018,1384,MERCEDES-BENZ,other,2014,Jeep,Yes,Petrol,84000 km,8.0,Tiptronic,4x4,4,Left wheel,White,0,(4-5],Yes,84000.0,[0-4],[0-100.000]
49751,1017,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,43178 km,4.0,Automatic,Front,4,Left wheel,White,4,(1-2],No,43178.0,[0-4],[0-100.000]
1411,640,other,other,2013,Sedan,Yes,Petrol,193504 km,4.0,Automatic,Front,4,Left wheel,Red,0,(1-2],No,193504.0,[0-4],(100.000-200.000]
12858,0,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,120000 km,4.0,Automatic,Front,4,Right-hand drive,White,9,(1-2],No,120000.0,(8-12],(100.000-200.000]
44542,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,93876 km,4.0,Automatic,Front,4,Left wheel,Blue,4,(1-2],No,93876.0,[0-4],[0-100.000]
220,1399,LEXUS,other,2010,Jeep,Yes,Hybrid,317470 km,6.0,Automatic,4x4,4,Left wheel,Grey,12,(3-4],No,317470.0,(8-12],(300.000-400.000]
37633,0,MERCEDES-BENZ,other,2011,Jeep,Yes,Diesel,162000 km,6.0,Tiptronic,4x4,4,Left wheel,Black,12,(2-3],No,162000.0,(8-12],(100.000-200.000]
5300,0,MERCEDES-BENZ,other,<2006,Sedan,No,Petrol,1000 km,4.0,Manual,Rear,4,Left wheel,other,3,(1-2],No,1000.0,[0-4],[0-100.000]
19369,707,HYUNDAI,other,2011,Coupe,Yes,Petrol,153651 km,4.0,Automatic,Front,4,Left wheel,Red,4,(1-2],No,153651.0,[0-4],(100.000-200.000]
45,0,TOYOTA,Prius,2008,Hatchback,No,Hybrid,164000 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,164000.0,[0-4],(100.000-200.000]
15994,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,39878 km,4.0,Automatic,Front,4,Left wheel,Black,4,(1-2],No,39878.0,[0-4],[0-100.000]
15367,530,HYUNDAI,other,2013,Coupe,Yes,Petrol,135000 km,4.0,Tiptronic,Front,2,Left wheel,Black,12,(1-2],No,135000.0,(8-12],(100.000-200.000]
21357,642,SSANGYONG,other,2012,Jeep,Yes,Diesel,143265 km,4.0,Automatic,Front,4,Left wheel,Black,4,(1-2],No,143265.0,[0-4],(100.000-200.000]
51523,1017,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,17013 km,4.0,Automatic,Front,4,Left wheel,Grey,4,(1-2],No,17013.0,[0-4],[0-100.000]
14113,0,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,100000 km,4.0,Variator,Front,4,Right-hand drive,White,6,(1-2],No,100000.0,(4-8],[0-100.000]
15053,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,318677 km,4.0,Automatic,Front,4,Left wheel,Silver,4,(1-2],No,318677.0,[0-4],(300.000-400.000]
941,1885,BMW,X5,2010,Jeep,Yes,Petrol,268565 km,8.0,Automatic,4x4,4,Left wheel,Grey,12,(4-5],No,268565.0,(8-12],(200.000-300.000]
7527,687,other,other,2010,Sedan,Yes,Petrol,69111 km,4.0,Automatic,Front,4,Left wheel,Black,4,(1-2],No,69111.0,[0-4],[0-100.000]
64002,1079,HYUNDAI,Santa FE,2018,Jeep,Yes,Diesel,41778 km,4.0,Automatic,Front,4,Left wheel,Blue,4,(1-2],No,41778.0,[0-4],[0-100.000]
