Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Engine volume,Turbo,Mileage
34406,770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,101248.0
141124,0,other,other,2015,Jeep,Yes,Diesel,6.0,Tiptronic,4x4,4,Left wheel,Black,12,2,1,90000.0
392,1304,BMW,other,2013,Sedan,Yes,Petrol,8.0,Automatic,Rear,4,Left wheel,Blue,12,4,0,87243.0
8154,0,TOYOTA,other,2005,Universal,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Silver,4,1,0,112000.0
29793,0,HYUNDAI,Tucson,2010,Jeep,Yes,Petrol,4.0,Tiptronic,4x4,4,Left wheel,White,10,2,0,180000.0
14113,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,White,8,1,0,196121.0
29633,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,27243.0
392,1514,LEXUS,other,2011,Sedan,Yes,Petrol,8.0,Automatic,4x4,4,Left wheel,White,0,4,0,202048.0
11447,1266,TOYOTA,other,2014,Sedan,No,Hybrid,4.0,Automatic,Front,4,Right-hand drive,Silver,5,1,0,133000.0
20071,0,HYUNDAI,other,2013,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,6,1,0,123200.0
784,1301,BMW,X5,2014,Sedan,Yes,Petrol,8.0,Automatic,4x4,4,Left wheel,Black,0,4,0,247877.0
8624,0,HONDA,other,2009,Hatchback,No,Hybrid,4.0,Variator,Front,4,Right-hand drive,Silver,4,1,0,180000.0
13328,1399,LEXUS,other,2010,Jeep,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,Silver,12,3,0,186005.0
17562,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Black,10,2,0,88000.0
36068,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,85933.0
7840,0,other,other,2005,Sedan,Yes,Diesel,6.0,Tiptronic,Front,4,Left wheel,Black,6,2,1,325000.0
47217,1249,HYUNDAI,H1,2017,Universal,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,39071.0
37000,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,90000.0
16621,1017,MERCEDES-BENZ,other,2017,Sedan,Yes,Petrol,4.0,Automatic,Rear,4,Left wheel,Silver,12,1,0,70880.0
6523,687,other,other,2010,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,4,1,0,36125.0
12231,645,CHEVROLET,Cruze,2011,Sedan,No,Petrol,4.0,Automatic,Front,4,Left wheel,other,8,1,0,130000.0
27946,528,HYUNDAI,Elantra,2014,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,102152.0
23239,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,137213.0
119172,0,LEXUS,other,2016,Jeep,Yes,Petrol,6.0,Tiptronic,4x4,4,Left wheel,Black,8,3,0,52000.0
12544,994,other,other,2008,Hatchback,No,Petrol,4.0,Manual,Front,4,Left wheel,Black,4,1,0,168000.0
17245,0,FORD,other,2016,Hatchback,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,Silver,12,1,0,73600.0
2352,0,VOLKSWAGEN,other,2005,Sedan,No,CNG,4.0,Manual,Front,4,Left wheel,White,0,1,0,234000.0
79902,1011,FORD,other,2016,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,4,2,0,125072.0
26343,810,VOLKSWAGEN,other,2016,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,White,12,1,1,87000.0
549,1677,VOLKSWAGEN,other,2005,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,other,12,1,0,0.0
8624,0,MERCEDES-BENZ,other,2005,Sedan,No,LPG,6.0,Manual,Rear,4,Left wheel,Silver,6,2,0,196600.0
21639,503,other,other,2012,Universal,Yes,Diesel,4.0,Manual,Front,4,Left wheel,Black,6,1,1,170000.0
70,0,HYUNDAI,Elantra,2014,Sedan,No,Petrol,6.0,Automatic,Front,4,Left wheel,Black,6,1,0,0.0
39201,0,BMW,X5,2010,Jeep,Yes,Diesel,6.0,Tiptronic,Rear,4,Left wheel,Black,0,3,1,267632.0
17249,0,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,4.0,Variator,Rear,4,Left wheel,Black,4,1,0,179200.0
25089,585,MERCEDES-BENZ,other,2013,Sedan,Yes,Petrol,4.0,Automatic,Rear,4,Left wheel,White,12,1,1,95000.0
9565,915,other,other,2014,Hatchback,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,Grey,0,2,0,191373.0
12281,761,CHEVROLET,other,2010,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,128257.0
9938,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,377942.0
470,1211,BMW,X5,2010,Jeep,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Black,0,2,0,265210.0
17540,640,KIA,other,2013,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,4,1,0,41412.0
470,1327,TOYOTA,Camry,2018,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,other,12,2,0,44845.0
1098,1091,TOYOTA,Camry,2016,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,12,2,0,114389.0
37580,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,99000.0
14269,1324,TOYOTA,other,2010,Jeep,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,Blue,12,3,0,300366.0
18000,2421,NISSAN,other,2016,Jeep,Yes,Petrol,4.0,Automatic,4x4,4,Right-hand drive,Red,8,1,0,22000.0
1725,473,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,12,1,0,184835.0
23521,0,other,other,2011,Universal,No,Petrol,4.0,Manual,4x4,4,Left wheel,Silver,10,1,1,180000.0
13485,0,MERCEDES-BENZ,other,2005,Jeep,Yes,CNG,6.0,Tiptronic,4x4,4,Left wheel,Black,12,3,0,235200.0
25089,0,MERCEDES-BENZ,other,2008,Sedan,Yes,Petrol,6.0,Tiptronic,Rear,4,Left wheel,Black,0,3,0,63000.0
29777,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,182217.0
22580,1172,TOYOTA,other,2011,Jeep,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,Grey,12,3,0,368064.0
7840,0,TOYOTA,other,2005,Hatchback,No,Petrol,4.0,Variator,Front,4,Right-hand drive,Silver,4,1,0,170342.0
36166,831,CHEVROLET,other,2017,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,71400.0
34497,0,FORD,other,2015,Sedan,Yes,Plug-in Hybrid,4.0,Automatic,Front,4,Left wheel,Black,0,1,0,78000.0
17186,642,HYUNDAI,Sonata,2012,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,157367.0
17158,530,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,117500.0
5018,830,CHEVROLET,other,2019,Coupe,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,12,1,0,8710.0
42337,917,other,other,2013,Jeep,Yes,Petrol,6.0,Tiptronic,4x4,4,Left wheel,Black,12,2,1,139259.0
49858,749,HYUNDAI,Santa FE,2014,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,2,0,87000.0
19757,0,FORD,other,2006,Microbus,No,Diesel,4.0,Manual,Rear,2,Left wheel,White,4,2,1,286000.0
16621,1296,TOYOTA,other,2008,Jeep,No,Petrol,5.0,Automatic,Front,4,Left wheel,White,0,2,0,113600.0
30038,880,HYUNDAI,Elantra,2018,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,60000.0
16308,1327,TOYOTA,Camry,2018,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,12,2,0,45371.0
29793,0,BMW,other,2013,Jeep,Yes,Petrol,4.0,Tiptronic,4x4,4,Left wheel,other,12,1,1,68000.0
862,640,CHEVROLET,other,2013,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,12,1,0,114107.0
12858,0,MERCEDES-BENZ,other,2005,Coupe,Yes,Diesel,5.0,Tiptronic,Rear,2,Left wheel,Black,8,2,1,260000.0
16618,1408,FORD,other,2007,Microbus,No,Diesel,4.0,Manual,Front,4,Left wheel,White,2,2,1,158000.0
392,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Black,12,3,0,29675.0
18817,0,TOYOTA,Prius,2009,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,8,1,0,288034.0
34406,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Grey,4,2,0,119884.0
45044,1017,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,4,1,0,95948.0
1490,1360,LEXUS,other,2013,Jeep,Yes,Petrol,8.0,Automatic,4x4,4,Left wheel,Black,0,4,0,154115.0
8938,0,MERCEDES-BENZ,other,2005,Minivan,Yes,Diesel,4.0,Manual,Front,2,Left wheel,Green,4,2,1,222000.0
627,1055,MERCEDES-BENZ,E 350,2013,Coupe,Yes,Diesel,6.0,Automatic,Rear,2,Left wheel,Silver,12,3,0,0.0
282,1273,other,other,2015,Jeep,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,Blue,12,3,0,0.0
8467,0,other,other,2005,Universal,No,Petrol,4.0,Automatic,4x4,4,Right-hand drive,Silver,4,1,0,145576.0
3136,0,other,other,2005,Hatchback,No,Petrol,4.0,Manual,Front,4,Left wheel,Green,2,1,0,25000.0
8467,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,other,4,1,0,600000.0
5018,1624,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Diesel,6.0,Automatic,Rear,4,Left wheel,Black,12,3,0,109139.0
251,586,LEXUS,other,2012,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,0,1,0,149981.0
84675,0,TOYOTA,other,2014,Jeep,Yes,Diesel,6.0,Tiptronic,4x4,5,Left wheel,Black,12,2,1,137000.0
10663,528,FORD,other,2014,Hatchback,No,Petrol,4.0,Automatic,Front,4,Left wheel,Black,8,1,0,84800.0
20,0,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,135000.0
11917,0,FORD,other,2005,Microbus,No,Diesel,4.0,Manual,Rear,4,Left wheel,White,0,2,1,0.0
14740,639,HYUNDAI,other,2014,Hatchback,No,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,8,1,0,51950.0
6899,0,MERCEDES-BENZ,other,2005,Sedan,No,Petrol,4.0,Manual,Rear,4,Left wheel,Silver,2,2,0,210456.0
15624,528,HYUNDAI,other,2014,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,126265.0
10349,0,other,other,2010,Sedan,No,Petrol,4.0,Variator,Front,4,Right-hand drive,other,8,1,0,89617.0
1568,639,VOLKSWAGEN,other,2014,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,12,1,0,82392.0
14740,586,HYUNDAI,Elantra,2012,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,Blue,11,1,0,129000.0
549,780,CHEVROLET,Cruze,2019,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,12,1,0,14074.0
10976,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,White,4,1,0,600000.0
6586,0,MERCEDES-BENZ,other,2005,Sedan,Yes,CNG,6.0,Automatic,Rear,4,Left wheel,White,6,3,0,0.0
46101,0,TOYOTA,Camry,2015,Sedan,Yes,Hybrid,6.0,Automatic,Rear,4,Left wheel,White,10,2,0,89600.0
22580,1017,MERCEDES-BENZ,other,2017,Sedan,Yes,Petrol,4.0,Automatic,Rear,4,Left wheel,Black,12,1,0,50930.0
111332,0,TOYOTA,other,2013,Jeep,Yes,Petrol,8.0,Tiptronic,4x4,4,Left wheel,Black,8,4,0,180000.0
14113,0,MERCEDES-BENZ,other,2005,Sedan,Yes,Diesel,6.0,Automatic,Rear,4,Left wheel,White,4,2,1,5000.0
16621,642,CHEVROLET,other,2012,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,198000.0
19130,650,CHEVROLET,other,2016,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,Grey,12,1,1,32000.0
2430,87,MERCEDES-BENZ,other,2013,Coupe,Yes,Petrol,4.0,Automatic,Rear,4,Left wheel,White,12,,0,121600.0
21639,650,CHEVROLET,Cruze,2016,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Black,10,1,1,99200.0
17249,0,FORD,other,2009,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,10,2,0,245000.0
19757,585,TOYOTA,Prius,2013,Sedan,No,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,6,1,0,137568.0
1000,0,other,other,2005,Sedan,No,Petrol,4.0,Manual,4x4,2,Left wheel,other,0,1,0,0.0
11604,0,other,other,2005,Jeep,Yes,CNG,8.0,Automatic,4x4,4,Left wheel,Grey,12,4,0,297600.0
51746,0,other,other,2005,Sedan,No,Petrol,4.0,Manual,Rear,4,Left wheel,other,0,1,0,0.0
32302,0,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,6.0,Automatic,Front,5,Left wheel,Blue,6,2,0,73600.0
40390,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,134413.0
9879,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,12,1,0,146000.0
15681,382,other,other,2015,Sedan,Yes,Hybrid,4.0,Tiptronic,Front,4,Left wheel,Grey,10,1,0,137666.0
16621,0,HYUNDAI,Elantra,2014,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,other,0,1,0,105600.0
17719,1017,HYUNDAI,other,2017,Sedan,No,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,8,1,0,53895.0
7527,0,other,other,2005,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Right-hand drive,White,2,2,0,150000.0
18245,0,TOYOTA,Prius,2010,Sedan,No,Hybrid,4.0,Variator,Front,4,Left wheel,Black,4,1,0,172707.0
14113,586,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,12,1,0,135456.0
16800,707,SSANGYONG,other,2011,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,173987.0
18817,0,BMW,other,2006,Sedan,Yes,Petrol,8.0,Tiptronic,Rear,4,Left wheel,Black,12,3,0,180000.0
13485,0,BMW,other,2009,Coupe,Yes,Petrol,6.0,Automatic,Rear,2,Left wheel,Black,6,2,0,163000.0
26343,890,KIA,other,2016,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,27390.0
6899,760,CHEVROLET,Cruze,2010,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,150001.0
16091,836,HYUNDAI,other,2010,Coupe,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,100000.0
52263,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,108025.0
23834,0,NISSAN,other,2013,Jeep,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Silver,6,1,1,147200.0
15367,0,BMW,other,2005,Sedan,Yes,Petrol,8.0,Tiptronic,Rear,4,Left wheel,Black,12,4,0,177000.0
2666,155,VOLKSWAGEN,other,2015,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,12,0,0,104618.0
27598,891,HYUNDAI,Elantra,2016,Sedan,No,Petrol,4.0,Automatic,Front,4,Left wheel,White,8,1,0,41000.0
49751,765,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,24148.0
16000,0,other,other,2006,Sedan,No,Petrol,4.0,Manual,4x4,4,Right-hand drive,White,6,1,1,1111.0
9408,642,VOLKSWAGEN,other,2012,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,12,1,0,119619.0
22000,0,VOLKSWAGEN,other,2012,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,14,1,1,250000.0
20297,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,155590.0
58579,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,35000.0
17562,0,BMW,X5,2005,Jeep,Yes,Petrol,8.0,Tiptronic,4x4,4,Left wheel,Black,16,4,0,141454.0
3900,0,other,other,2005,Sedan,No,Petrol,4.0,Manual,Front,4,Left wheel,Grey,2,1,0,156000.0
8467,0,NISSAN,other,2005,Jeep,Yes,Petrol,4.0,Manual,4x4,4,Left wheel,Grey,6,1,0,254321.0
23521,585,LEXUS,other,2013,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,other,12,1,0,125000.0
157,919,BMW,X5,2012,Jeep,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Grey,0,2,0,296395.0
17249,1141,other,other,2009,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,54575.0
26971,640,FORD,other,2013,Sedan,Yes,Petrol,4.0,Manual,Front,4,Left wheel,other,8,1,1,53000.0
14583,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Black,12,3,0,230696.0
10976,0,TOYOTA,other,2005,Jeep,No,Petrol,6.0,Automatic,4x4,4,Right-hand drive,Black,0,3,0,262000.0
6586,1077,TOYOTA,other,2019,Coupe,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,12,1,0,5219.0
12701,1024,HYUNDAI,H1,2010,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,56765.0
58018,0,TOYOTA,other,2018,Jeep,No,Petrol,4.0,Tiptronic,4x4,4,Left wheel,Grey,12,2,0,1358.0
18531,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,165845.0
10976,0,MERCEDES-BENZ,other,2005,Sedan,No,Petrol,4.0,Manual,Rear,4,Left wheel,Black,2,1,0,0.0
3607,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,2,0,156518.0
9408,0,other,other,2005,Jeep,No,Petrol,6.0,Automatic,4x4,2,Right-hand drive,Blue,4,3,0,170000.0
10036,988,TOYOTA,Prius,2007,Hatchback,Yes,Petrol,4.0,Variator,Front,4,Left wheel,Grey,0,1,0,240000.0
21953,0,HYUNDAI,H1,2009,Minivan,Yes,Diesel,6.0,Automatic,Rear,5,Left wheel,Silver,0,2,1,150000.0
11604,0,TOYOTA,other,2008,Coupe,No,Petrol,4.0,Manual,Front,2,Left wheel,Black,2,1,0,0.0
28222,0,HYUNDAI,Elantra,2016,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,Silver,12,1,0,71200.0
17249,0,VOLKSWAGEN,other,2010,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,6,1,1,168000.0
61154,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,12,2,0,32000.0
4861,333,FORD,other,2014,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,0,1,0,124493.0
41720,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,113120.0
21326,0,TOYOTA,other,2013,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,6,1,0,87000.0
13172,650,VOLKSWAGEN,other,2016,Sedan,No,Petrol,4.0,Tiptronic,Rear,4,Left wheel,Black,10,1,0,45312.0
15292,836,HYUNDAI,other,2010,Coupe,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,146691.0
25,0,TOYOTA,other,2005,Hatchback,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,White,5,1,0,146000.0
10976,0,HONDA,other,2009,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Right-hand drive,Silver,2,1,0,200000.0
48873,639,SSANGYONG,other,2014,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,52576.0
8154,1750,LEXUS,other,2008,Jeep,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,Silver,12,3,0,224629.0
11917,585,HYUNDAI,Elantra,2013,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,Grey,12,1,0,80000.0
282,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,12,1,0,423418.0
21326,0,TOYOTA,other,2015,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,10,1,0,79500.0
22580,0,MERCEDES-BENZ,other,2007,Sedan,Yes,Petrol,6.0,Automatic,Rear,4,Left wheel,Black,12,3,1,151000.0
4861,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,6.0,Automatic,Rear,4,Left wheel,Black,12,3,0,128202.0
17562,0,KIA,other,2013,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,8,2,0,120000.0
26594,642,HYUNDAI,Santa FE,2012,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,138525.0
15994,584,VOLKSWAGEN,other,2014,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,8,1,1,65282.0
27911,1172,LEXUS,other,2011,Jeep,Yes,Petrol,8.0,Tiptronic,Front,4,Left wheel,Black,12,3,0,600000.0
706,431,BMW,X5,2016,Jeep,Yes,Hybrid,4.0,Automatic,4x4,4,Left wheel,Black,12,1,0,73856.0
39515,889,KIA,other,2016,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,21683.0
220,574,HONDA,other,2010,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,0,1,0,184250.0
17562,1017,HYUNDAI,Elantra,2017,Sedan,No,Petrol,4.0,Automatic,Front,4,Left wheel,Black,6,1,0,44000.0
14113,1816,other,other,2014,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Right-hand drive,Black,8,2,1,136000.0
17249,584,VOLKSWAGEN,other,2014,Sedan,Yes,Petrol,4.0,Automatic,Rear,4,Left wheel,White,8,1,0,107200.0
14113,0,other,other,2010,Universal,No,Diesel,4.0,Manual,Front,4,Left wheel,Black,6,1,1,190000.0
314,781,other,other,2012,Jeep,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,Black,0,2,0,204579.0
19306,502,TOYOTA,Aqua,2013,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Red,4,1,0,48300.0
188,382,CHEVROLET,other,2017,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,0,1,0,125358.0
10663,0,MERCEDES-BENZ,other,2005,Sedan,Yes,Petrol,6.0,Tiptronic,Rear,4,Left wheel,Black,8,2,0,240000.0
90,0,LEXUS,other,2011,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,8,2,0,85000.0
4391,0,VOLKSWAGEN,other,2005,Sedan,No,Petrol,4.0,Manual,Front,4,Left wheel,Green,2,1,0,107000.0
25089,781,TOYOTA,other,2012,Sedan,Yes,Hybrid,4.0,Tiptronic,Front,4,Left wheel,Grey,12,2,0,95000.0
22649,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,191264.0
10515,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,55210.0
20266,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,98252.0
31248,751,other,other,2013,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,4,2,0,59897.0
6272,1292,MERCEDES-BENZ,other,2016,Jeep,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,White,0,2,0,59099.0
8781,1236,HONDA,FIT,2011,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Right-hand drive,Green,4,1,0,111000.0
24148,0,NISSAN,other,2014,Jeep,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,other,6,1,1,56000.0
10672,1347,HYUNDAI,H1,2008,Minivan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,66846.0
188,1172,LEXUS,other,2011,Jeep,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,Black,12,3,0,101816.0
4000,0,NISSAN,other,2005,Minivan,No,CNG,4.0,Automatic,Front,4,Right-hand drive,Black,4,1,0,281000.0
314,1024,FORD,other,2010,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,12,2,0,168960.0
24273,562,CHEVROLET,other,2015,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,4,1,0,58052.0
26657,934,TOYOTA,Camry,2015,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Black,12,2,0,118000.0
4704,0,other,other,2005,Hatchback,Yes,Petrol,4.0,Manual,Front,2,Left wheel,Silver,4,1,0,22863.0
39829,0,MERCEDES-BENZ,other,2011,Jeep,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Grey,16,2,1,255000.0
23935,494,NISSAN,other,2015,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,4,1,0,23603.0
8467,0,MERCEDES-BENZ,other,2005,Universal,No,Diesel,4.0,Manual,Front,4,Left wheel,Blue,4,1,1,0.0
14113,0,TOYOTA,Prius,2008,Hatchback,Yes,LPG,4.0,Automatic,Front,4,Left wheel,White,4,1,0,120000.0
18531,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,89323.0
19757,0,TOYOTA,Camry,2010,Sedan,No,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,2,0,165000.0
15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,257102.0
20385,0,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,7,1,0,174309.0
